Time	 FairTen1	 AnchTen1	 FairTen2	 AnchTen2	 FairTen3	 AnchTen3	 
(s)	 (N)       	 (N)       	 (N)       	 (N)       	 (N)       	 (N)       	 
166.11	 2.83795e+06	 1.76302e+06	 2.67412e+06	 1.3168e+06	 2.67412e+06	 1.3168e+06	 
166.12	 4.11697e+06	 1.76216e+06	 3.05818e+06	 1.31783e+06	 3.05818e+06	 1.31783e+06	 
166.13	 2.82895e+06	 1.76133e+06	 2.67606e+06	 1.31885e+06	 2.67606e+06	 1.31885e+06	 
166.14	 4.12567e+06	 1.76053e+06	 3.06763e+06	 1.31988e+06	 3.06763e+06	 1.31988e+06	 
166.15	 2.81988e+06	 1.75975e+06	 2.67803e+06	 1.3209e+06	 2.67803e+06	 1.3209e+06	 
166.16	 4.13436e+06	 1.759e+06	 3.07711e+06	 1.32192e+06	 3.07711e+06	 1.32192e+06	 
166.17	 2.81073e+06	 1.75828e+06	 2.68003e+06	 1.32292e+06	 2.68003e+06	 1.32292e+06	 
166.18	 4.14253e+06	 1.75758e+06	 3.0866e+06	 1.32393e+06	 3.0866e+06	 1.32393e+06	 
166.19	 2.80149e+06	 1.75692e+06	 2.68206e+06	 1.32492e+06	 2.68206e+06	 1.32492e+06	 
166.2	 4.14917e+06	 1.75628e+06	 3.09611e+06	 1.32591e+06	 3.09611e+06	 1.32591e+06	 
166.21	 2.79214e+06	 1.75567e+06	 2.68411e+06	 1.32689e+06	 2.68411e+06	 1.32689e+06	 
166.22	 4.15534e+06	 1.7551e+06	 3.10563e+06	 1.32786e+06	 3.10563e+06	 1.32786e+06	 
166.23	 2.78281e+06	 1.75455e+06	 2.68617e+06	 1.32881e+06	 2.68617e+06	 1.32881e+06	 
166.24	 4.16136e+06	 1.75402e+06	 3.11514e+06	 1.32976e+06	 3.11514e+06	 1.32976e+06	 
166.25	 2.77347e+06	 1.75352e+06	 2.68823e+06	 1.3307e+06	 2.68823e+06	 1.3307e+06	 
166.26	 4.16746e+06	 1.75303e+06	 3.12464e+06	 1.33162e+06	 3.12464e+06	 1.33162e+06	 
166.27	 2.76411e+06	 1.75255e+06	 2.69029e+06	 1.33254e+06	 2.69029e+06	 1.33254e+06	 
166.28	 4.17382e+06	 1.75208e+06	 3.13413e+06	 1.33344e+06	 3.13413e+06	 1.33344e+06	 
166.29	 2.75472e+06	 1.75162e+06	 2.69234e+06	 1.33433e+06	 2.69234e+06	 1.33433e+06	 
166.3	 4.18047e+06	 1.75116e+06	 3.1436e+06	 1.3352e+06	 3.1436e+06	 1.3352e+06	 
166.31	 2.74545e+06	 1.7507e+06	 2.69411e+06	 1.33606e+06	 2.69411e+06	 1.33606e+06	 
166.32	 4.1899e+06	 1.75024e+06	 3.15107e+06	 1.3369e+06	 3.15107e+06	 1.3369e+06	 
166.33	 2.73628e+06	 1.74978e+06	 2.69585e+06	 1.33774e+06	 2.69585e+06	 1.33774e+06	 
166.34	 4.1948e+06	 1.74933e+06	 3.16134e+06	 1.33855e+06	 3.16134e+06	 1.33855e+06	 
166.35	 2.72722e+06	 1.74888e+06	 2.69723e+06	 1.33935e+06	 2.69723e+06	 1.33935e+06	 
166.36	 4.2017e+06	 1.74843e+06	 3.16929e+06	 1.34014e+06	 3.16929e+06	 1.34014e+06	 
166.37	 2.71788e+06	 1.74799e+06	 2.6988e+06	 1.34091e+06	 2.6988e+06	 1.34091e+06	 
166.38	 4.20698e+06	 1.74755e+06	 3.1781e+06	 1.34166e+06	 3.1781e+06	 1.34166e+06	 
166.39	 2.70865e+06	 1.74711e+06	 2.70036e+06	 1.3424e+06	 2.70036e+06	 1.3424e+06	 
166.4	 4.21231e+06	 1.74667e+06	 3.18681e+06	 1.34313e+06	 3.18681e+06	 1.34313e+06	 
166.41	 2.69941e+06	 1.74622e+06	 2.70182e+06	 1.34384e+06	 2.70182e+06	 1.34384e+06	 
166.42	 4.21791e+06	 1.74576e+06	 3.19542e+06	 1.34454e+06	 3.19542e+06	 1.34454e+06	 
166.43	 2.69014e+06	 1.74528e+06	 2.70325e+06	 1.34523e+06	 2.70325e+06	 1.34523e+06	 
166.44	 4.22371e+06	 1.7448e+06	 3.20398e+06	 1.34591e+06	 3.20398e+06	 1.34591e+06	 
166.45	 2.68083e+06	 1.74431e+06	 2.70464e+06	 1.34657e+06	 2.70464e+06	 1.34657e+06	 
166.46	 4.22978e+06	 1.7438e+06	 3.2125e+06	 1.34723e+06	 3.2125e+06	 1.34723e+06	 
166.47	 2.67145e+06	 1.74329e+06	 2.70599e+06	 1.34787e+06	 2.70599e+06	 1.34787e+06	 
166.48	 4.23519e+06	 1.74277e+06	 3.22097e+06	 1.34851e+06	 3.22097e+06	 1.34851e+06	 
166.49	 2.69192e+06	 1.74225e+06	 2.7073e+06	 1.34913e+06	 2.7073e+06	 1.34913e+06	 
166.5	 4.23784e+06	 1.74174e+06	 3.22952e+06	 1.34975e+06	 3.22952e+06	 1.34975e+06	 
166.51	 2.71689e+06	 1.74124e+06	 2.7086e+06	 1.35035e+06	 2.7086e+06	 1.35035e+06	 
166.52	 4.23982e+06	 1.74075e+06	 3.23798e+06	 1.35095e+06	 3.23798e+06	 1.35095e+06	 
166.53	 2.74075e+06	 1.74028e+06	 2.7099e+06	 1.35153e+06	 2.7099e+06	 1.35153e+06	 
166.54	 4.24111e+06	 1.73982e+06	 3.24646e+06	 1.35211e+06	 3.24646e+06	 1.35211e+06	 
166.55	 2.76426e+06	 1.73939e+06	 2.71119e+06	 1.35267e+06	 2.71119e+06	 1.35267e+06	 
166.56	 4.24222e+06	 1.73897e+06	 3.25494e+06	 1.35321e+06	 3.25494e+06	 1.35321e+06	 
166.57	 2.78606e+06	 1.73858e+06	 2.71247e+06	 1.35375e+06	 2.71247e+06	 1.35375e+06	 
166.58	 4.24332e+06	 1.73821e+06	 3.2634e+06	 1.35426e+06	 3.2634e+06	 1.35426e+06	 
166.59	 2.808e+06	 1.73787e+06	 2.71375e+06	 1.35475e+06	 2.71375e+06	 1.35475e+06	 
166.6	 4.24432e+06	 1.73755e+06	 3.27185e+06	 1.35521e+06	 3.27185e+06	 1.35521e+06	 
166.61	 2.83013e+06	 1.73727e+06	 2.71501e+06	 1.35565e+06	 2.71501e+06	 1.35565e+06	 
166.62	 4.24416e+06	 1.73702e+06	 3.28028e+06	 1.35606e+06	 3.28028e+06	 1.35606e+06	 
166.63	 2.85081e+06	 1.73682e+06	 2.71625e+06	 1.35644e+06	 2.71625e+06	 1.35644e+06	 
166.64	 4.24279e+06	 1.73665e+06	 3.28869e+06	 1.35679e+06	 3.28869e+06	 1.35679e+06	 
166.65	 2.86785e+06	 1.73654e+06	 2.71748e+06	 1.3571e+06	 2.71748e+06	 1.3571e+06	 
166.66	 4.23998e+06	 1.73648e+06	 3.29705e+06	 1.35738e+06	 3.29705e+06	 1.35738e+06	 
166.67	 2.88368e+06	 1.73647e+06	 2.71868e+06	 1.35763e+06	 2.71868e+06	 1.35763e+06	 
166.68	 4.23661e+06	 1.73651e+06	 3.30538e+06	 1.35785e+06	 3.30538e+06	 1.35785e+06	 
166.69	 2.899e+06	 1.73659e+06	 2.71985e+06	 1.35804e+06	 2.71985e+06	 1.35804e+06	 
166.7	 4.23298e+06	 1.73671e+06	 3.31367e+06	 1.3582e+06	 3.31367e+06	 1.3582e+06	 
166.71	 2.91415e+06	 1.73687e+06	 2.721e+06	 1.35834e+06	 2.721e+06	 1.35834e+06	 
166.72	 4.22915e+06	 1.73706e+06	 3.32191e+06	 1.35847e+06	 3.32191e+06	 1.35847e+06	 
166.73	 2.92932e+06	 1.73727e+06	 2.72211e+06	 1.35858e+06	 2.72211e+06	 1.35858e+06	 
166.74	 4.22517e+06	 1.7375e+06	 3.33011e+06	 1.35867e+06	 3.33011e+06	 1.35867e+06	 
166.75	 2.94444e+06	 1.73775e+06	 2.72319e+06	 1.35876e+06	 2.72319e+06	 1.35876e+06	 
166.76	 4.22104e+06	 1.73801e+06	 3.33826e+06	 1.35884e+06	 3.33826e+06	 1.35884e+06	 
166.77	 2.95952e+06	 1.73829e+06	 2.72424e+06	 1.35891e+06	 2.72424e+06	 1.35891e+06	 
166.78	 4.21676e+06	 1.73859e+06	 3.34636e+06	 1.35898e+06	 3.34636e+06	 1.35898e+06	 
166.79	 2.97321e+06	 1.73891e+06	 2.72526e+06	 1.35905e+06	 2.72526e+06	 1.35905e+06	 
166.8	 4.21187e+06	 1.73924e+06	 3.3544e+06	 1.35912e+06	 3.3544e+06	 1.35912e+06	 
166.81	 2.98491e+06	 1.73958e+06	 2.72626e+06	 1.35919e+06	 2.72626e+06	 1.35919e+06	 
166.82	 4.20617e+06	 1.73994e+06	 3.3624e+06	 1.35927e+06	 3.3624e+06	 1.35927e+06	 
166.83	 2.99601e+06	 1.74031e+06	 2.72723e+06	 1.35935e+06	 2.72723e+06	 1.35935e+06	 
166.84	 4.20015e+06	 1.74068e+06	 3.37036e+06	 1.35944e+06	 3.37036e+06	 1.35944e+06	 
166.85	 3.00686e+06	 1.74104e+06	 2.72822e+06	 1.35953e+06	 2.72822e+06	 1.35953e+06	 
166.86	 4.19396e+06	 1.74138e+06	 3.37828e+06	 1.35964e+06	 3.37828e+06	 1.35964e+06	 
166.87	 3.01775e+06	 1.74171e+06	 2.72918e+06	 1.35975e+06	 2.72918e+06	 1.35975e+06	 
166.88	 4.18772e+06	 1.74201e+06	 3.38615e+06	 1.35987e+06	 3.38615e+06	 1.35987e+06	 
166.89	 3.02872e+06	 1.74227e+06	 2.72948e+06	 1.36001e+06	 2.72948e+06	 1.36001e+06	 
166.9	 4.18144e+06	 1.7425e+06	 3.39375e+06	 1.36015e+06	 3.39375e+06	 1.36015e+06	 
166.91	 3.03977e+06	 1.74269e+06	 2.72948e+06	 1.36031e+06	 2.72948e+06	 1.36031e+06	 
166.92	 4.17515e+06	 1.74285e+06	 3.40121e+06	 1.36048e+06	 3.40121e+06	 1.36048e+06	 
166.93	 3.05045e+06	 1.74297e+06	 2.7294e+06	 1.36066e+06	 2.7294e+06	 1.36066e+06	 
166.94	 4.16872e+06	 1.74306e+06	 3.40859e+06	 1.36085e+06	 3.40859e+06	 1.36085e+06	 
166.95	 3.05896e+06	 1.74312e+06	 2.72933e+06	 1.36106e+06	 2.72933e+06	 1.36106e+06	 
166.96	 4.16153e+06	 1.74315e+06	 3.41592e+06	 1.36127e+06	 3.41592e+06	 1.36127e+06	 
166.97	 3.06701e+06	 1.74314e+06	 2.72924e+06	 1.3615e+06	 2.72924e+06	 1.3615e+06	 
166.98	 4.15416e+06	 1.74311e+06	 3.42319e+06	 1.36174e+06	 3.42319e+06	 1.36174e+06	 
166.99	 3.07505e+06	 1.74304e+06	 2.7291e+06	 1.36198e+06	 2.7291e+06	 1.36198e+06	 
167	 4.14681e+06	 1.74293e+06	 3.4304e+06	 1.36224e+06	 3.4304e+06	 1.36224e+06	 
167.01	 3.08333e+06	 1.74277e+06	 2.72825e+06	 1.36251e+06	 2.72825e+06	 1.36251e+06	 
167.02	 4.13957e+06	 1.74257e+06	 3.4373e+06	 1.36278e+06	 3.4373e+06	 1.36278e+06	 
167.03	 3.09185e+06	 1.74232e+06	 2.72701e+06	 1.36307e+06	 2.72701e+06	 1.36307e+06	 
167.04	 4.13243e+06	 1.74201e+06	 3.44401e+06	 1.36336e+06	 3.44401e+06	 1.36336e+06	 
167.05	 3.10062e+06	 1.74165e+06	 2.72568e+06	 1.36366e+06	 2.72568e+06	 1.36366e+06	 
167.06	 4.12539e+06	 1.74124e+06	 3.45064e+06	 1.36397e+06	 3.45064e+06	 1.36397e+06	 
167.07	 3.10813e+06	 1.74077e+06	 2.72431e+06	 1.36428e+06	 2.72431e+06	 1.36428e+06	 
167.08	 4.11793e+06	 1.74025e+06	 3.45721e+06	 1.3646e+06	 3.45721e+06	 1.3646e+06	 
167.09	 3.1144e+06	 1.73968e+06	 2.72297e+06	 1.36493e+06	 2.72297e+06	 1.36493e+06	 
167.1	 4.11001e+06	 1.73908e+06	 3.46377e+06	 1.36527e+06	 3.46377e+06	 1.36527e+06	 
167.11	 3.12045e+06	 1.73843e+06	 2.72163e+06	 1.36562e+06	 2.72163e+06	 1.36562e+06	 
167.12	 4.102e+06	 1.73776e+06	 3.47032e+06	 1.36597e+06	 3.47032e+06	 1.36597e+06	 
167.13	 3.1266e+06	 1.73705e+06	 2.72031e+06	 1.36633e+06	 2.72031e+06	 1.36633e+06	 
167.14	 4.09398e+06	 1.73631e+06	 3.47686e+06	 1.36671e+06	 3.47686e+06	 1.36671e+06	 
167.15	 3.13286e+06	 1.73554e+06	 2.71843e+06	 1.36709e+06	 2.71843e+06	 1.36709e+06	 
167.16	 4.08596e+06	 1.73475e+06	 3.48321e+06	 1.36748e+06	 3.48321e+06	 1.36748e+06	 
167.17	 3.1392e+06	 1.73393e+06	 2.71612e+06	 1.36789e+06	 2.71612e+06	 1.36789e+06	 
167.18	 4.07789e+06	 1.73309e+06	 3.48942e+06	 1.36831e+06	 3.48942e+06	 1.36831e+06	 
167.19	 3.14383e+06	 1.73222e+06	 2.71379e+06	 1.36875e+06	 2.71379e+06	 1.36875e+06	 
167.2	 4.06915e+06	 1.73133e+06	 3.49563e+06	 1.3692e+06	 3.49563e+06	 1.3692e+06	 
167.21	 3.14739e+06	 1.73041e+06	 2.71151e+06	 1.36967e+06	 2.71151e+06	 1.36967e+06	 
167.22	 4.05991e+06	 1.72948e+06	 3.50188e+06	 1.37015e+06	 3.50188e+06	 1.37015e+06	 
167.23	 3.15064e+06	 1.72853e+06	 2.70935e+06	 1.37064e+06	 2.70935e+06	 1.37064e+06	 
167.24	 4.05044e+06	 1.72756e+06	 3.50821e+06	 1.37115e+06	 3.50821e+06	 1.37115e+06	 
167.25	 3.15385e+06	 1.72659e+06	 2.70731e+06	 1.37167e+06	 2.70731e+06	 1.37167e+06	 
167.26	 4.04083e+06	 1.72561e+06	 3.51461e+06	 1.3722e+06	 3.51461e+06	 1.3722e+06	 
167.27	 3.15692e+06	 1.72463e+06	 2.70539e+06	 1.37273e+06	 2.70539e+06	 1.37273e+06	 
167.28	 4.03102e+06	 1.72365e+06	 3.52107e+06	 1.37328e+06	 3.52107e+06	 1.37328e+06	 
167.29	 3.15882e+06	 1.72266e+06	 2.70356e+06	 1.37384e+06	 2.70356e+06	 1.37384e+06	 
167.3	 4.02065e+06	 1.72168e+06	 3.52759e+06	 1.37441e+06	 3.52759e+06	 1.37441e+06	 
167.31	 3.15917e+06	 1.7207e+06	 2.70157e+06	 1.37498e+06	 2.70157e+06	 1.37498e+06	 
167.32	 4.00957e+06	 1.71972e+06	 3.53407e+06	 1.37557e+06	 3.53407e+06	 1.37557e+06	 
167.33	 3.15908e+06	 1.71875e+06	 2.69889e+06	 1.37616e+06	 2.69889e+06	 1.37616e+06	 
167.34	 3.99815e+06	 1.71778e+06	 3.54031e+06	 1.37676e+06	 3.54031e+06	 1.37676e+06	 
167.35	 3.15882e+06	 1.71681e+06	 2.69612e+06	 1.37737e+06	 2.69612e+06	 1.37737e+06	 
167.36	 3.98653e+06	 1.71586e+06	 3.54653e+06	 1.37799e+06	 3.54653e+06	 1.37799e+06	 
167.37	 3.15837e+06	 1.71491e+06	 2.69337e+06	 1.37861e+06	 2.69337e+06	 1.37861e+06	 
167.38	 3.97467e+06	 1.71398e+06	 3.55276e+06	 1.37923e+06	 3.55276e+06	 1.37923e+06	 
167.39	 3.15622e+06	 1.71306e+06	 2.69068e+06	 1.37986e+06	 2.69068e+06	 1.37986e+06	 
167.4	 3.96207e+06	 1.71215e+06	 3.559e+06	 1.3805e+06	 3.559e+06	 1.3805e+06	 
167.41	 3.15313e+06	 1.71126e+06	 2.68807e+06	 1.38113e+06	 2.68807e+06	 1.38113e+06	 
167.42	 3.94898e+06	 1.71039e+06	 3.56525e+06	 1.38178e+06	 3.56525e+06	 1.38178e+06	 
167.43	 3.14978e+06	 1.70953e+06	 2.68553e+06	 1.38242e+06	 2.68553e+06	 1.38242e+06	 
167.44	 3.93566e+06	 1.70868e+06	 3.57151e+06	 1.38308e+06	 3.57151e+06	 1.38308e+06	 
167.45	 3.14629e+06	 1.70785e+06	 2.68303e+06	 1.38374e+06	 2.68303e+06	 1.38374e+06	 
167.46	 3.92217e+06	 1.70702e+06	 3.57776e+06	 1.38441e+06	 3.57776e+06	 1.38441e+06	 
167.47	 3.14156e+06	 1.70621e+06	 2.68056e+06	 1.3851e+06	 2.68056e+06	 1.3851e+06	 
167.48	 3.90814e+06	 1.7054e+06	 3.58397e+06	 1.38579e+06	 3.58397e+06	 1.38579e+06	 
167.49	 3.13582e+06	 1.70461e+06	 2.6781e+06	 1.3865e+06	 2.6781e+06	 1.3865e+06	 
167.5	 3.89367e+06	 1.70382e+06	 3.59015e+06	 1.38721e+06	 3.59015e+06	 1.38721e+06	 
167.51	 3.12995e+06	 1.70304e+06	 2.67527e+06	 1.38794e+06	 2.67527e+06	 1.38794e+06	 
167.52	 3.87908e+06	 1.70226e+06	 3.59617e+06	 1.38868e+06	 3.59617e+06	 1.38868e+06	 
167.53	 3.12383e+06	 1.70149e+06	 2.67172e+06	 1.38943e+06	 2.67172e+06	 1.38943e+06	 
167.54	 3.86436e+06	 1.70072e+06	 3.60188e+06	 1.39019e+06	 3.60188e+06	 1.39019e+06	 
167.55	 3.11618e+06	 1.69994e+06	 2.66798e+06	 1.39095e+06	 2.66798e+06	 1.39095e+06	 
167.56	 3.84909e+06	 1.69917e+06	 3.60747e+06	 1.39173e+06	 3.60747e+06	 1.39173e+06	 
167.57	 3.10839e+06	 1.69839e+06	 2.66419e+06	 1.39252e+06	 2.66419e+06	 1.39252e+06	 
167.58	 3.83374e+06	 1.6976e+06	 3.613e+06	 1.39332e+06	 3.613e+06	 1.39332e+06	 
167.59	 3.10064e+06	 1.69681e+06	 2.66037e+06	 1.39413e+06	 2.66037e+06	 1.39413e+06	 
167.6	 3.81842e+06	 1.696e+06	 3.61847e+06	 1.39495e+06	 3.61847e+06	 1.39495e+06	 
167.61	 3.09293e+06	 1.69519e+06	 2.65656e+06	 1.39578e+06	 2.65656e+06	 1.39578e+06	 
167.62	 3.80314e+06	 1.69437e+06	 3.62389e+06	 1.39663e+06	 3.62389e+06	 1.39663e+06	 
167.63	 3.08528e+06	 1.69353e+06	 2.65278e+06	 1.39749e+06	 2.65278e+06	 1.39749e+06	 
167.64	 3.78793e+06	 1.69268e+06	 3.62927e+06	 1.39837e+06	 3.62927e+06	 1.39837e+06	 
167.65	 3.07773e+06	 1.69182e+06	 2.64903e+06	 1.39926e+06	 2.64903e+06	 1.39926e+06	 
167.66	 3.77281e+06	 1.69094e+06	 3.6346e+06	 1.40016e+06	 3.6346e+06	 1.40016e+06	 
167.67	 3.07029e+06	 1.69004e+06	 2.64527e+06	 1.40106e+06	 2.64527e+06	 1.40106e+06	 
167.68	 3.7578e+06	 1.68914e+06	 3.63987e+06	 1.40198e+06	 3.63987e+06	 1.40198e+06	 
167.69	 3.06297e+06	 1.68821e+06	 2.6415e+06	 1.4029e+06	 2.6415e+06	 1.4029e+06	 
167.7	 3.74291e+06	 1.68727e+06	 3.64508e+06	 1.40382e+06	 3.64508e+06	 1.40382e+06	 
167.71	 3.05579e+06	 1.68632e+06	 2.63772e+06	 1.40475e+06	 2.63772e+06	 1.40475e+06	 
167.72	 3.72815e+06	 1.68535e+06	 3.65022e+06	 1.40567e+06	 3.65022e+06	 1.40567e+06	 
167.73	 3.04876e+06	 1.68437e+06	 2.63383e+06	 1.40658e+06	 2.63383e+06	 1.40658e+06	 
167.74	 3.71353e+06	 1.68338e+06	 3.65527e+06	 1.40749e+06	 3.65527e+06	 1.40749e+06	 
167.75	 3.04189e+06	 1.68237e+06	 2.62892e+06	 1.4084e+06	 2.62892e+06	 1.4084e+06	 
167.76	 3.69906e+06	 1.68136e+06	 3.6599e+06	 1.40929e+06	 3.6599e+06	 1.40929e+06	 
167.77	 3.03518e+06	 1.68034e+06	 2.62373e+06	 1.41017e+06	 2.62373e+06	 1.41017e+06	 
167.78	 3.68474e+06	 1.67931e+06	 3.66437e+06	 1.41105e+06	 3.66437e+06	 1.41105e+06	 
167.79	 3.02862e+06	 1.67828e+06	 2.61845e+06	 1.41192e+06	 2.61845e+06	 1.41192e+06	 
167.8	 3.67057e+06	 1.67724e+06	 3.66876e+06	 1.41277e+06	 3.66876e+06	 1.41277e+06	 
167.81	 3.02222e+06	 1.6762e+06	 2.61314e+06	 1.41362e+06	 2.61314e+06	 1.41362e+06	 
167.82	 3.65653e+06	 1.67517e+06	 3.67309e+06	 1.41446e+06	 3.67309e+06	 1.41446e+06	 
167.83	 3.01597e+06	 1.67413e+06	 2.60784e+06	 1.4153e+06	 2.60784e+06	 1.4153e+06	 
167.84	 3.64263e+06	 1.67311e+06	 3.67738e+06	 1.41612e+06	 3.67738e+06	 1.41612e+06	 
167.85	 3.00985e+06	 1.67208e+06	 2.60256e+06	 1.41693e+06	 2.60256e+06	 1.41693e+06	 
167.86	 3.62885e+06	 1.67106e+06	 3.68163e+06	 1.41772e+06	 3.68163e+06	 1.41772e+06	 
167.87	 3.00386e+06	 1.67005e+06	 2.59736e+06	 1.41851e+06	 2.59736e+06	 1.41851e+06	 
167.88	 3.61517e+06	 1.66905e+06	 3.68587e+06	 1.41928e+06	 3.68587e+06	 1.41928e+06	 
167.89	 2.99798e+06	 1.66805e+06	 2.59223e+06	 1.42003e+06	 2.59223e+06	 1.42003e+06	 
167.9	 3.60157e+06	 1.66706e+06	 3.6901e+06	 1.42076e+06	 3.6901e+06	 1.42076e+06	 
167.91	 2.99218e+06	 1.66607e+06	 2.58714e+06	 1.42147e+06	 2.58714e+06	 1.42147e+06	 
167.92	 3.58804e+06	 1.6651e+06	 3.69431e+06	 1.42216e+06	 3.69431e+06	 1.42216e+06	 
167.93	 2.98645e+06	 1.66413e+06	 2.58211e+06	 1.42283e+06	 2.58211e+06	 1.42283e+06	 
167.94	 3.57456e+06	 1.66318e+06	 3.69851e+06	 1.42347e+06	 3.69851e+06	 1.42347e+06	 
167.95	 2.98076e+06	 1.66223e+06	 2.57713e+06	 1.42409e+06	 2.57713e+06	 1.42409e+06	 
167.96	 3.5611e+06	 1.66131e+06	 3.7027e+06	 1.42469e+06	 3.7027e+06	 1.42469e+06	 
167.97	 2.97511e+06	 1.6604e+06	 2.57221e+06	 1.42526e+06	 2.57221e+06	 1.42526e+06	 
167.98	 3.54765e+06	 1.65952e+06	 3.70688e+06	 1.42581e+06	 3.70688e+06	 1.42581e+06	 
167.99	 2.96946e+06	 1.65866e+06	 2.56688e+06	 1.42634e+06	 2.56688e+06	 1.42634e+06	 
168	 3.53418e+06	 1.65783e+06	 3.71088e+06	 1.42685e+06	 3.71088e+06	 1.42685e+06	 
168.01	 2.96381e+06	 1.65704e+06	 2.56084e+06	 1.42734e+06	 2.56084e+06	 1.42734e+06	 
168.02	 3.52068e+06	 1.65628e+06	 3.7146e+06	 1.42782e+06	 3.7146e+06	 1.42782e+06	 
168.03	 2.95813e+06	 1.65555e+06	 2.55464e+06	 1.42827e+06	 2.55464e+06	 1.42827e+06	 
168.04	 3.50714e+06	 1.65487e+06	 3.71823e+06	 1.42872e+06	 3.71823e+06	 1.42872e+06	 
168.05	 2.95242e+06	 1.65423e+06	 2.5484e+06	 1.42915e+06	 2.5484e+06	 1.42915e+06	 
168.06	 3.49354e+06	 1.65364e+06	 3.72181e+06	 1.42956e+06	 3.72181e+06	 1.42956e+06	 
168.07	 2.94667e+06	 1.65309e+06	 2.54219e+06	 1.42997e+06	 2.54219e+06	 1.42997e+06	 
168.08	 3.47988e+06	 1.65258e+06	 3.72537e+06	 1.43036e+06	 3.72537e+06	 1.43036e+06	 
168.09	 2.94086e+06	 1.65213e+06	 2.53601e+06	 1.43074e+06	 2.53601e+06	 1.43074e+06	 
168.1	 3.46616e+06	 1.65171e+06	 3.72888e+06	 1.4311e+06	 3.72888e+06	 1.4311e+06	 
168.11	 2.93502e+06	 1.65135e+06	 2.52986e+06	 1.43145e+06	 2.52986e+06	 1.43145e+06	 
168.12	 3.45238e+06	 1.65103e+06	 3.73236e+06	 1.43179e+06	 3.73236e+06	 1.43179e+06	 
168.13	 2.92912e+06	 1.65076e+06	 2.52375e+06	 1.4321e+06	 2.52375e+06	 1.4321e+06	 
168.14	 3.43854e+06	 1.65053e+06	 3.73579e+06	 1.4324e+06	 3.73579e+06	 1.4324e+06	 
168.15	 2.92319e+06	 1.65034e+06	 2.51769e+06	 1.43268e+06	 2.51769e+06	 1.43268e+06	 
168.16	 3.42465e+06	 1.6502e+06	 3.73919e+06	 1.43294e+06	 3.73919e+06	 1.43294e+06	 
168.17	 2.91722e+06	 1.6501e+06	 2.51165e+06	 1.43318e+06	 2.51165e+06	 1.43318e+06	 
168.18	 3.41071e+06	 1.65004e+06	 3.74252e+06	 1.4334e+06	 3.74252e+06	 1.4334e+06	 
168.19	 2.91122e+06	 1.65002e+06	 2.5056e+06	 1.4336e+06	 2.5056e+06	 1.4336e+06	 
168.2	 3.39673e+06	 1.65003e+06	 3.74579e+06	 1.43379e+06	 3.74579e+06	 1.43379e+06	 
168.21	 2.90521e+06	 1.65008e+06	 2.49953e+06	 1.43397e+06	 2.49953e+06	 1.43397e+06	 
168.22	 3.38273e+06	 1.65016e+06	 3.74899e+06	 1.43413e+06	 3.74899e+06	 1.43413e+06	 
168.23	 2.89919e+06	 1.65027e+06	 2.49345e+06	 1.43428e+06	 2.49345e+06	 1.43428e+06	 
168.24	 3.36871e+06	 1.6504e+06	 3.75211e+06	 1.43441e+06	 3.75211e+06	 1.43441e+06	 
168.25	 2.89318e+06	 1.65057e+06	 2.48735e+06	 1.43454e+06	 2.48735e+06	 1.43454e+06	 
168.26	 3.35468e+06	 1.65075e+06	 3.75516e+06	 1.43467e+06	 3.75516e+06	 1.43467e+06	 
168.27	 2.88759e+06	 1.65096e+06	 2.48087e+06	 1.43478e+06	 2.48087e+06	 1.43478e+06	 
168.28	 3.34372e+06	 1.65118e+06	 3.75571e+06	 1.4349e+06	 3.75571e+06	 1.4349e+06	 
168.29	 2.88191e+06	 1.65143e+06	 2.47333e+06	 1.43501e+06	 2.47333e+06	 1.43501e+06	 
168.3	 3.32791e+06	 1.65168e+06	 3.75929e+06	 1.43513e+06	 3.75929e+06	 1.43513e+06	 
168.31	 2.87702e+06	 1.65194e+06	 2.46507e+06	 1.43524e+06	 2.46507e+06	 1.43524e+06	 
168.32	 3.31622e+06	 1.65221e+06	 3.75992e+06	 1.43536e+06	 3.75992e+06	 1.43536e+06	 
168.33	 2.87144e+06	 1.65249e+06	 2.45677e+06	 1.43548e+06	 2.45677e+06	 1.43548e+06	 
168.34	 3.30267e+06	 1.65277e+06	 3.76148e+06	 1.4356e+06	 3.76148e+06	 1.4356e+06	 
168.35	 2.86607e+06	 1.65305e+06	 2.44861e+06	 1.43572e+06	 2.44861e+06	 1.43572e+06	 
168.36	 3.2894e+06	 1.65333e+06	 3.76299e+06	 1.43584e+06	 3.76299e+06	 1.43584e+06	 
168.37	 2.86081e+06	 1.65361e+06	 2.44036e+06	 1.43596e+06	 2.44036e+06	 1.43596e+06	 
168.38	 3.27623e+06	 1.65388e+06	 3.76438e+06	 1.43608e+06	 3.76438e+06	 1.43608e+06	 
168.39	 2.85575e+06	 1.65414e+06	 2.43218e+06	 1.4362e+06	 2.43218e+06	 1.4362e+06	 
168.4	 3.26429e+06	 1.6544e+06	 3.76591e+06	 1.43632e+06	 3.76591e+06	 1.43632e+06	 
168.41	 2.85071e+06	 1.65464e+06	 2.42399e+06	 1.43643e+06	 2.42399e+06	 1.43643e+06	 
168.42	 3.25049e+06	 1.65487e+06	 3.76714e+06	 1.43653e+06	 3.76714e+06	 1.43653e+06	 
